FIPS_Code,State,Decade,Unemployment_rate_
16019,ID,2000,3.55
16021,ID,2000,8.6
16023,ID,2000,4.630000000000001
16025,ID,2000,4.5200000000000005
16027,ID,2000,5.76
16029,ID,2000,5.32
16031,ID,2000,4.86
16033,ID,2000,5.0200000000000005
16035,ID,2000,11.43
16037,ID,2000,5.39
16039,ID,2000,5.63
16041,ID,2000,3.66
16043,ID,2000,4.82
16045,ID,2000,6.29
16047,ID,2000,3.7399999999999998
16049,ID,2000,7.909999999999999
16051,ID,2000,3.88
16053,ID,2000,4.3100000000000005
16055,ID,2000,6.06
16057,ID,2000,4.1899999999999995
16059,ID,2000,6.92
16061,ID,2000,4.67
16063,ID,2000,5.51
16065,ID,2000,3.29
16067,ID,2000,5.91
16069,ID,2000,4.83
16071,ID,2000,3.4299999999999997
16073,ID,2000,3.2299999999999995
16075,ID,2000,7.209999999999999
16077,ID,2000,5.79
16079,ID,2000,9.93
16081,ID,2000,3.2
16083,ID,2000,4.25
16085,ID,2000,7.43
16087,ID,2000,6.45
17000,IL,2000,6.14
17001,IL,2000,4.54
17003,IL,2000,9.120000000000001
17005,IL,2000,5.89
17007,IL,2000,7.76
17009,IL,2000,3.62
17011,IL,2000,5.96
17013,IL,2000,6.76
17015,IL,2000,6.7299999999999995
17017,IL,2000,4.9799999999999995
17019,IL,2000,4.6
17021,IL,2000,6.14
17023,IL,2000,6.74
17025,IL,2000,6.92
17027,IL,2000,5.1899999999999995
17029,IL,2000,5.4
17031,IL,2000,6.7
17033,IL,2000,6.42
17035,IL,2000,6.18
17037,IL,2000,5.3
17039,IL,2000,5.8100000000000005
17041,IL,2000,5.09
17043,IL,2000,5.0200000000000005
17045,IL,2000,5.92
17047,IL,2000,5.37
17049,IL,2000,5.359999999999999
17051,IL,2000,7.209999999999999
17053,IL,2000,5.32
17055,IL,2000,8.28
17057,IL,2000,6.69
17059,IL,2000,7.12
17061,IL,2000,5.76
17063,IL,2000,7.2700000000000005
17065,IL,2000,6.2700000000000005
17067,IL,2000,6.220000000000001
17069,IL,2000,8.2
17071,IL,2000,6.220000000000001
17073,IL,2000,5.55
17075,IL,2000,5.74
17077,IL,2000,4.99
17079,IL,2000,6.04
17081,IL,2000,5.909999999999999
17083,IL,2000,5.779999999999999
17085,IL,2000,5.14
17087,IL,2000,6.75
17089,IL,2000,5.89
17091,IL,2000,6.970000000000001
17093,IL,2000,5.39
17095,IL,2000,6.63
17097,IL,2000,5.4
17099,IL,2000,7.01
17101,IL,2000,6.04
17103,IL,2000,5.82
17105,IL,2000,5.42
17107,IL,2000,5.71
17109,IL,2000,5.14
17111,IL,2000,5.4799999999999995
17113,IL,2000,4.2
17115,IL,2000,6.859999999999999
17117,IL,2000,6.31
17119,IL,2000,5.92
17121,IL,2000,7.81
17123,IL,2000,5.41
17125,IL,2000,7.38
17127,IL,2000,6.14
17129,IL,2000,4.75
17131,IL,2000,6.43
17133,IL,2000,4.529999999999999
17135,IL,2000,7.540000000000001
17137,IL,2000,5.5
17139,IL,2000,4.94
17141,IL,2000,6.44
17143,IL,2000,5.790000000000001
17145,IL,2000,7.88
17147,IL,2000,4.58
17149,IL,2000,5.55
17151,IL,2000,7.42
17153,IL,2000,8.25
17155,IL,2000,6.909999999999999
17157,IL,2000,5.83
17159,IL,2000,6.24
17161,IL,2000,5.37
17163,IL,2000,6.69
17165,IL,2000,7.01
17167,IL,2000,4.88
17169,IL,2000,4.93
17171,IL,2000,5.83
17173,IL,2000,5.95
17175,IL,2000,6.609999999999999
17177,IL,2000,6.4
17179,IL,2000,5.33
17181,IL,2000,7.390000000000001
17183,IL,2000,7.2700000000000005
17185,IL,2000,6.17
17187,IL,2000,5.41
17189,IL,2000,4.95
17191,IL,2000,5.9
17193,IL,2000,5.529999999999999
17195,IL,2000,6.35
17197,IL,2000,6.0200000000000005
17199,IL,2000,6.32
17201,IL,2000,7.390000000000001
17203,IL,2000,4.26
18000,IN,2000,5.45
18001,IN,2000,5.66
18003,IN,2000,5.39
18005,IN,2000,4.75
18007,IN,2000,5.21
18009,IN,2000,7.18
18011,IN,2000,4.0200000000000005
18013,IN,2000,5.3
18015,IN,2000,5.42
18017,IN,2000,6.13
18019,IN,2000,5.19
18021,IN,2000,6.49
18023,IN,2000,5.43
18025,IN,2000,7.19
18027,IN,2000,3.9799999999999995
18029,IN,2000,5.4799999999999995
18031,IN,2000,5.2
18033,IN,2000,6.36
18035,IN,2000,6.21
18037,IN,2000,3.84
18039,IN,2000,6.16
18041,IN,2000,8.47
18043,IN,2000,5.0
18045,IN,2000,5.7700000000000005
18047,IN,2000,6.0
18049,IN,2000,6.279999999999999
18051,IN,2000,4.91
18053,IN,2000,7.340000000000001
18055,IN,2000,6.109999999999999
18057,IN,2000,3.46
18059,IN,2000,4.29
18061,IN,2000,5.390000000000001
18063,IN,2000,3.94
18065,IN,2000,6.640000000000001
18067,IN,2000,6.970000000000001
18069,IN,2000,5.9
18071,IN,2000,5.090000000000001
18073,IN,2000,5.68
18075,IN,2000,5.970000000000001
18077,IN,2000,5.4399999999999995
18079,IN,2000,6.49
18081,IN,2000,4.18
18083,IN,2000,4.75
18085,IN,2000,5.26
18087,IN,2000,6.1899999999999995
18089,IN,2000,6.17
18091,IN,2000,6.3100000000000005
18093,IN,2000,7.56
18095,IN,2000,6.25
18097,IN,2000,5.2700000000000005
18099,IN,2000,5.959999999999999
18101,IN,2000,5.0200000000000005
18103,IN,2000,6.959999999999999
18105,IN,2000,4.35
18107,IN,2000,4.7
18109,IN,2000,4.86
18111,IN,2000,5.65
18113,IN,2000,6.970000000000001
18115,IN,2000,5.44
18117,IN,2000,7.140000000000001
18119,IN,2000,5.67
18121,IN,2000,5.87
18123,IN,2000,5.720000000000001
18125,IN,2000,5.29
18127,IN,2000,4.87
18129,IN,2000,4.64
18131,IN,2000,5.5600000000000005
18133,IN,2000,5.81
18135,IN,2000,6.7700000000000005
18137,IN,2000,5.17
18139,IN,2000,5.12
18141,IN,2000,5.7299999999999995
18143,IN,2000,6.409999999999999
18145,IN,2000,5.12
18147,IN,2000,5.25
18149,IN,2000,7.4
18151,IN,2000,6.790000000000001
18153,IN,2000,6.68
18155,IN,2000,4.76
18157,IN,2000,4.68
18159,IN,2000,5.96
18161,IN,2000,5.58
18163,IN,2000,4.95
18165,IN,2000,7.0
18167,IN,2000,6.33
18169,IN,2000,6.32
18171,IN,2000,4.7
18173,IN,2000,4.45
18175,IN,2000,6.34
18177,IN,2000,6.640000000000001
18179,IN,2000,5.0
18181,IN,2000,6.1
18183,IN,2000,5.68
19000,IA,2000,4.11
19001,IA,2000,3.7700000000000005
19003,IA,2000,4.71
19005,IA,2000,5.46
19007,IA,2000,5.7299999999999995
19009,IA,2000,4.11
19011,IA,2000,4.2
19013,IA,2000,4.14
19015,IA,2000,3.44
19017,IA,2000,3.55
19019,IA,2000,4.4
19021,IA,2000,3.4899999999999998
19023,IA,2000,4.59
19025,IA,2000,3.75
19027,IA,2000,2.8600000000000003
19029,IA,2000,4.63
19031,IA,2000,3.5700000000000003
19033,IA,2000,4.29
19035,IA,2000,3.8600000000000003
19037,IA,2000,5.790000000000001
19039,IA,2000,5.26
19041,IA,2000,3.81
19043,IA,2000,5.71
19045,IA,2000,4.779999999999999
19047,IA,2000,3.5
19049,IA,2000,3.1100000000000003
19051,IA,2000,5.07
19053,IA,2000,4.55
19055,IA,2000,4.35
19057,IA,2000,5.54
19059,IA,2000,4.220000000000001
19061,IA,2000,4.3100000000000005
19063,IA,2000,4.529999999999999
19065,IA,2000,5.15
19067,IA,2000,5.15
19069,IA,2000,4.34
19071,IA,2000,3.8200000000000003
19073,IA,2000,4.08
19075,IA,2000,3.5
19077,IA,2000,3.97
19079,IA,2000,3.94
19081,IA,2000,4.3100000000000005
19083,IA,2000,4.43
19085,IA,2000,4.1899999999999995
19087,IA,2000,5.42
19089,IA,2000,4.4799999999999995
19091,IA,2000,3.7399999999999998
19093,IA,2000,3.6100000000000003
19095,IA,2000,3.88
19097,IA,2000,5.35
19099,IA,2000,5.4
19101,IA,2000,5.0200000000000005
19103,IA,2000,2.91
19105,IA,2000,4.5600000000000005
19107,IA,2000,4.65
19109,IA,2000,3.84
19111,IA,2000,6.83
19113,IA,2000,4.11
19115,IA,2000,4.529999999999999
19117,IA,2000,4.5
19119,IA,2000,2.9
19121,IA,2000,4.38
19123,IA,2000,4.390000000000001
19125,IA,2000,4.05
19127,IA,2000,4.5600000000000005
19129,IA,2000,3.53
19131,IA,2000,3.78
19133,IA,2000,5.13
19135,IA,2000,4.85
19137,IA,2000,5.33
19139,IA,2000,4.25
19141,IA,2000,3.4
19143,IA,2000,3.69
19145,IA,2000,4.7700000000000005
19147,IA,2000,3.91
19149,IA,2000,3.4299999999999997
19151,IA,2000,4.09
19153,IA,2000,3.8600000000000003
19155,IA,2000,4.14
19157,IA,2000,4.279999999999999
19159,IA,2000,4.2299999999999995
19161,IA,2000,3.6399999999999997
19163,IA,2000,4.4799999999999995
19165,IA,2000,3.3
19167,IA,2000,2.82
19169,IA,2000,2.8600000000000003
19171,IA,2000,5.220000000000001
19173,IA,2000,4.26
19175,IA,2000,4.74
19177,IA,2000,5.15
19179,IA,2000,5.279999999999999
19181,IA,2000,3.54
19183,IA,2000,3.63
19185,IA,2000,4.34
19187,IA,2000,4.42
19189,IA,2000,4.25
19191,IA,2000,3.97
19193,IA,2000,4.17
19195,IA,2000,4.3
19197,IA,2000,4.26
20000,KS,2000,4.95
20001,KS,2000,5.3
20003,KS,2000,5.5
20005,KS,2000,5.51
20007,KS,2000,3.54
20009,KS,2000,3.97
20011,KS,2000,4.84
20013,KS,2000,4.85
20015,KS,2000,5.220000000000001
20017,KS,2000,4.14
20019,KS,2000,5.4
20021,KS,2000,6.19
20023,KS,2000,3.3899999999999997
20025,KS,2000,3.25
20027,KS,2000,3.9299999999999997
20029,KS,2000,3.7600000000000002
20031,KS,2000,5.220000000000001
20033,KS,2000,2.94
20035,KS,2000,5.38
20037,KS,2000,5.63
20039,KS,2000,3.17
20041,KS,2000,4.25
20043,KS,2000,6.94
20045,KS,2000,3.96
20047,KS,2000,3.3299999999999996
20049,KS,2000,5.81
20051,KS,2000,3.1399999999999997
20053,KS,2000,3.79
20055,KS,2000,4.0600000000000005
20057,KS,2000,3.28
20059,KS,2000,5.67
20061,KS,2000,5.7
20063,KS,2000,2.87
20065,KS,2000,3.45
20067,KS,2000,3.2700000000000005
20069,KS,2000,2.87
20071,KS,2000,3.59
20073,KS,2000,5.5
20075,KS,2000,3.29
20077,KS,2000,3.8200000000000003
20079,KS,2000,4.49
20081,KS,2000,2.96
20083,KS,2000,3.78
20085,KS,2000,5.54
20087,KS,2000,5.15
20089,KS,2000,3.15
20091,KS,2000,4.569999999999999
20093,KS,2000,3.7099999999999995
20095,KS,2000,4.24
20097,KS,2000,3.4799999999999995
20099,KS,2000,6.07
20101,KS,2000,3.66
20103,KS,2000,5.89
20105,KS,2000,4.18
20107,KS,2000,6.9799999999999995
20109,KS,2000,3.29
20111,KS,2000,4.58
20113,KS,2000,3.7
20115,KS,2000,4.08
20117,KS,2000,3.8899999999999997
20119,KS,2000,3.21
20121,KS,2000,5.05
20123,KS,2000,3.6799999999999997
20125,KS,2000,6.3
20127,KS,2000,4.7299999999999995
20129,KS,2000,3.12
20131,KS,2000,3.46
20133,KS,2000,5.11
20135,KS,2000,3.07
20137,KS,2000,3.66
